agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,TEFAP_Auto_Eligible,TEFAP_Income_Levels,ObjectId,Day of week,Hours,ByAppointmentOnly,ResidentsOnly,Notes,Reqs,start1,start2,start3,end1,end2,end3,Frequency,Additional_Notes,Start_Time,End_Time
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Monday,9:00 AM to 11:00 AM; Every week,No,No,, ,9:00:00,12:00:00,,11:00:00,14:00:00,,Every week,,09:00:00,11:00:00
22457-PART-01,Mid-County Hub at Harvest Intercontinental Church Olney,16227 Batchellors Forest Rd,,Olney,MD,MD Montgomery County,20832,(301) 512-5255,mdavis@harvestersolney.org,Non-TEFAP,39.121097,-77.06904,2025-04-05,N/A,N/A,301,Tuesday,2:00 PM to 6:00 PM; Every week,Yes,No,None, ,14:00:00,,,18:00:00,,,Every week,,14:00:00,18:00:00
18756-PART-04,Shepherd's Table - Progress Place Building,8106 Georgia Avenue,,Silver Springs,MD,MD Montgomery County,20910,(301) 585-6463,cmoore@shepherdstable.org,TEFAP Only,38.990683,-77.027435,2025-03-25,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,309,Tuesday,6:00 AM to 7:00 PM; Every week,No,No,None, ,6:00:00,,,19:00:00,,,Every week,,06:00:00,19:00:00
17065-PART-01,Faith Temple #2,211 Maryland Park Drive,,Capitol Heights,MD,MD Prince George's County,20743,(301) 655-1722,rhineshiggs@aol.com,Non-TEFAP,38.891522,-76.909188,2025-04-21,N/A,N/A,317,Tuesday,11:00 AM to 1:00 PM; 1st of the Month (Note: We are open for anyone needing food on the 1st Tuesday of each month.),No,No, (Note: We are open for anyone needing food on the 1st Tuesday of each month.), ,11:00:00,,,13:00:00,,,1st of the Month,Note: We are open for anyone needing food on the 1st Tuesday of each month.,11:00:00,13:00:00
19698-PART-01,Good Success Christian Church,4401 Sheriff Rd NE,,Washington,DC,DC Ward 7,20019,(301) 661-5442,melodiefelder14@gmail.com,Non-TEFAP,38.902552,-76.938977,2025-03-18,N/A,N/A,318,Tuesday,9:00 AM to 12:00 PM; Every week,No,No,None, ,9:00:00,,,12:00:00,,,Every week,,09:00:00,12:00:00
22685-PART-01,Gaithersburg Soup Kitchen,9008 Rosemont Drive,,Gaithersburg,MD,MD Montgomery County,20877,(301) 706-2318,pdono1417@gmail.com,TEFAP Only,39.12745,-77.18563,2025-04-11,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,323,Tuesday,3:30 PM to 4:30 PM; Every week,No,No,None, ,15:30:00,,,16:30:00,,,Every week,,15:30:00,16:30:00
19471-PART-01,Community Outreach and Development Center CDC,4719 Marlboro Pike,,Capitol Heights,MD,MD Prince George's County,20743,(301) 735-0121,cyoung@communityoutreachcdc.org,TEFAP Available,38.873485,-76.932958,2025-04-14,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,325,Tuesday,9:00 AM to 5:00 PM; 3rd and 4th of the Month,No,No,None, ,9:00:00,,,17:00:00,,,3rd and 4th of the Month,,09:00:00,17:00:00
19548-PART-01,"Laurel Advocacy & Referral Services, Inc.",311 Laurel Ave,,Laurel,MD,MD Prince George's County,20707,(301) 776-0442,amilner@laureladvocacy.org,TEFAP Available,39.101843,-76.847697,2025-04-08,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,329,Tuesday,"9:00 AM to 2:00 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)",No,No," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)", ,9:00:00,,,14:00:00,,,Every week,"Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.",09:00:00,14:00:00
22580-PART-01,First Alliance Church,14500 New Hampshire Ave,,Silver Spring,MD,MD Montgomery County,20904,(301) 785-8571,Office@1stalliancechurch.com,Non-TEFAP,39.093685,-77.002491,2025-04-11,N/A,N/A,333,Tuesday,6:00 PM to 8:00 PM; 4th of the Month (Note: This is our indoor walk-in food pantry.  Please bring your own bags.),No,No, (Note: This is our indoor walk-in food pantry.  Please bring your own bags.), ,18:00:00,,,20:00:00,,,4th of the Month,Note: This is our indoor walk-in food pantry.  Please bring your own bags.,18:00:00,20:00:00
19860-PART-01,Seneca Creek Community Church (Gaithersburg CARES),13 Firstfield Rd,,Gaithersburg,MD,MD Montgomery County,20878,(301) 793-3321,Sharon@senecacreek.org,Non-TEFAP,39.140241,-77.225372,2025-04-08,N/A,N/A,334,Tuesday,10:00 AM to 4:30 PM; Every week,Yes,No,None, ,10:00:00,,,16:30:00,,,Every week,,10:00:00,16:30:00
19295-PART-01,Metropolis Club,938 Rhode Island Ave NE,,Washington,DC,DC Ward 5,20018,(301) 793-4236,sylvester1225@yahoo.com,Non-TEFAP,38.92263,-76.992631,2025-04-01,N/A,N/A,335,Tuesday,10:30 AM to 8:00 PM; Every week,No,Yes,None, ,10:30:00,,,20:00:00,,,Every week,,10:30:00,20:00:00
19855-PART-01,Mollemm Food Pantry,9721 Good Luck Road,,Lanham,MD,MD Prince George's County,20706,(301) 807-1383,sspeight123@verizon.net,Non-TEFAP,38.983144,-76.84118,2025-04-11,N/A,N/A,336,Tuesday,10:00 AM to 1:00 PM; 4th of the Month (Note: This site is for pick up only by residents),No,Yes, (Note: This site is for pick up only by residents), ,10:00:00,,,13:00:00,,,4th of the Month,Note: This site is for pick up only by residents,10:00:00,13:00:00
19483-PART-01,Women Who Care Ministries,19640 Club House Road,Suite 410,Montgomery Villlage,MD,MD Montgomery County,20886,(301) 828-6850,womenwhocare@comcast.net,TEFAP Available,39.174006,-77.205927,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,339,Tuesday,10:00 AM to 4:00 PM; Every week,Yes,Yes,, ,10:00:00,,,16:00:00,,,Every week,,10:00:00,16:00:00
19483-PART-01,Women Who Care Ministries,19640 Club House Road,Suite 410,Montgomery Villlage,MD,MD Montgomery County,20886,(301) 828-6850,womenwhocare@comcast.net,TEFAP Available,39.174006,-77.205927,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,339,Tuesday,10:00 AM to 4:00 PM; Every week,,,, ,10:00:00,,,16:00:00,,,Every week,,10:00:00,16:00:00
19627-PART-01,Yad Yehuda of Greater Washington,9601 Colesville Rd,,Silver Spring,MD,MD Montgomery County,20902,(301) 842-7135 ext. 706,ssavir@yadyehuda.org,Non-TEFAP,39.039938,-77.043884,2025-03-31,N/A,N/A,341,Tuesday,7:00 AM to 10:00 AM; Every week,Yes,No,None, ,7:00:00,,,10:00:00,,,Every week,,07:00:00,10:00:00
19740-PART-01,St. Mark The Evangelist Catholic Church,7501 Adelphi Road,,Hyattsville,MD,MD Prince George's County,20783,(301) 852-3816,stmarkfoodpantry@gmail.com,Non-TEFAP,38.982795,-76.954048,2025-04-21,N/A,N/A,342,Tuesday,9:30 AM to 12:00 PM; Every week (Note: Please bring your own reuseable bags to grocery shop.),No,No, (Note: Please bring your own reuseable bags to grocery shop.), ,9:30:00,,,12:00:00,,,Every week,Note: Please bring your own reuseable bags to grocery shop.,09:30:00,12:00:00
19466-PART-01,Mount Ennon Baptist Church,9832 Piscataway Road,,Clinton,MD,MD Prince George's County,20735,(301) 856-2170,dneal2308@gmail.com,TEFAP Available,38.753868,-76.922398,2025-03-20,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,344,Tuesday,11:00 AM to 2:00 PM; Every week,No,No,, ,11:00:00,,,14:00:00,,,Every week,,11:00:00,14:00:00
19466-PART-01,Mount Ennon Baptist Church,9832 Piscataway Road,,Clinton,MD,MD Prince George's County,20735,(301) 856-2170,dneal2308@gmail.com,TEFAP Available,38.753868,-76.922398,2025-03-20,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,344,Tuesday,11:00 AM to 2:00 PM; Every week,,,, ,11:00:00,,,14:00:00,,,Every week,,11:00:00,14:00:00
19466-PART-01,Mount Ennon Baptist Church,9832 Piscataway Road,,Clinton,MD,MD Prince George's County,20735,(301) 856-2170,dneal2308@gmail.com,TEFAP Available,38.753868,-76.922398,2025-03-20,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,344,Tuesday,11:00 AM to 2:00 PM; ,,,, ,11:00:00,,,14:00:00,,,,,11:00:00,14:00:00
19724-PART-01,First Baptist Church of District Heights,7234 Lansdale Street,,District Heights,MD,MD Prince George's County,20747,(301) 887-7380,richarddurham62@yahoo.com,Non-TEFAP,38.859016,-76.880889,2025-03-13,N/A,N/A,346,Tuesday,9:00 AM to 12:00 PM; ,No,No,None, ,9:00:00,,,12:00:00,,,,,09:00:00,12:00:00
19839-PART-01,Central Baptist Church of Camp Springs,5600 Old Branch Avenue,,Camp Springs,MD,MD Prince George's County,20748,(301) 899-3800,info@centralbaptistchurchcs.org,TEFAP Available,38.813024,-76.913053,2025-04-15,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,348,Tuesday,10:00 AM to 12:00 PM; Every week,No,No,None, ,10:00:00,,,12:00:00,,,Every week,,10:00:00,12:00:00
19733-PART-01,St. Stephen's Baptist Church,5757 Temple Hill Road,,Camp Springs,MD,MD Prince George's County,20748,(301) 899-8885,robinreis27@gmail.com,TEFAP Available,38.803948,-76.933127,2025-04-15,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,350,Tuesday,11:00 AM to 3:00 PM; Every week,No,No,, ,11:00:00,,,15:00:00,,,Every week,,11:00:00,15:00:00
19733-PART-01,St. Stephen's Baptist Church,5757 Temple Hill Road,,Camp Springs,MD,MD Prince George's County,20748,(301) 899-8885,robinreis27@gmail.com,TEFAP Available,38.803948,-76.933127,2025-04-15,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,350,Tuesday,11:00 AM to 3:00 PM; Every week,,Yes,, ,11:00:00,,,15:00:00,,,Every week,,11:00:00,15:00:00
18786-PART-01,Bethesda Cares,5033 Wilson Lane,,Bethesda,MD,MD Montgomery County,20814,(301) 907-9244,john@bethesdacares.org,TEFAP Only,38.987488,-77.100228,2025-03-28,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,351,Tuesday,11:00 AM to 1:00 PM; Every week (Note: walk-ins hotmeals),No,No, (Note: walk-ins hotmeals), ,11:00:00,,,13:00:00,,,Every week,Note: walk-ins hotmeals,11:00:00,13:00:00
18722-PART-01,Prince George's County DSS,805 Brightseat Rd,,Landover,MD,MD Prince George's County,20785,(301) 909-6364,beverly.bruce@maryland.gov,TEFAP Only,38.827105,-76.986666,2025-02-20,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,352,Tuesday,8:30 AM to 4:30 PM; Every week,Yes,No,None, ,8:30:00,,,16:30:00,,,Every week,,08:30:00,16:30:00
19472-PART-01,Montgomery County Family Center,12247 Georgia Ave.,,Silver Spring,MD,MD Montgomery County,20902,(301) 942-1790,Ashley.Uribe@cc-dc.org,TEFAP Available,39.055996,-77.049604,2025-03-10,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,359,Tuesday,"9:00 AM to 4:00 PM; 2nd, 3rd, and 4th of the Month",No,No,None, ,9:00:00,,,16:00:00,,,"2nd, 3rd, and 4th of the Month",,09:00:00,16:00:00
19859-PART-01,Hughes United Methodist Church,10700 Georgia Ave,,Wheaton,MD,MD Montgomery County,20902,(301) 949-8383,djuliawingeier50@gmail.com,Non-TEFAP,39.030251,-77.048308,2025-04-09,N/A,N/A,360,Tuesday,9:00 AM to 11:00 AM; Every week (Note: Montgomery County Residents),No,No, (Note: Montgomery County Residents), ,9:00:00,,,11:00:00,,,Every week,Note: Montgomery County Residents,09:00:00,11:00:00
19477-PART-01,Maryland Umbrella Group,408 Addison Road South,,Seat Pleasant,MD,MD Prince George's County,20743,(301) 968-7816,cbatey@m-u-g.org,TEFAP Available,38.883589,-76.896282,2025-04-14,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,362,Tuesday,10:00 AM to 12:00 PM; As Needed,Yes,No,None, ,10:00:00,,,12:00:00,,,As Needed,,10:00:00,12:00:00
15095-PART-01,Dupont Park SDA Church,3942 Alabama Ave SE,,Washington,DC,DC Ward 7,20019,(301) 980-6274,Communitysvcs@dupontpark.org,Non-TEFAP,38.869469,-76.947986,2025-04-07,N/A,N/A,363,Tuesday,10:00 AM to 12:00 PM; 3rd of the Month,No,No,, ,10:00:00,,,12:00:00,,,3rd of the Month,,10:00:00,12:00:00
15095-PART-01,Dupont Park SDA Church,3942 Alabama Ave SE,,Washington,DC,DC Ward 7,20019,(301) 980-6274,Communitysvcs@dupontpark.org,Non-TEFAP,38.869469,-76.947986,2025-04-07,N/A,N/A,363,Tuesday,"10:00 AM to 12:00 PM; 1st, 2nd, and 4th of the Month",,,, ,10:00:00,,,12:00:00,,,"1st, 2nd, and 4th of the Month",,10:00:00,12:00:00
19595-PART-01,Beltsville Adventist Community Center,4200 Ammendale Rd.,,Beltsville,MD,MD Prince George's County,20705,(301) 996-7803,sifap@pcsda.org,Non-TEFAP,39.053476,-76.921374,2025-04-07,N/A,N/A,364,Tuesday,9:00 AM to 2:00 PM; Every week,No,No,None, ,9:00:00,,,14:00:00,,,Every week,,09:00:00,14:00:00
19656-PART-01,"Brookland Senior Day Care Center, Inc.",6210 Chillum Place NW,,Washington,DC,DC Ward 4,20011,(302) 242-6681,brookland4@verizon.net,Non-TEFAP,38.966051,-77.011196,2025-04-07,N/A,N/A,365,Tuesday,12:30 PM to 1:30 PM; Every week,No,Yes,None, ,12:30:00,,,13:30:00,,,Every week,,12:30:00,13:30:00
19047-PART-01,"Church of the Incarnation, St. Vincent De Paul Society",880 Eastern Ave  NE,,Washington,DC,DC Ward 7,20019,(540) 760-5608,tawandaharrison47@gmail.com,Non-TEFAP,38.901297,-76.920549,2025-04-09,N/A,N/A,371,Tuesday,11:00 AM to 2:00 PM; 3rd of the Month,No,No,None, ,11:00:00,,,14:00:00,,,3rd of the Month,,11:00:00,14:00:00
22288-PART-01,Mount Olive Baptist Church,6600 Old Centerville Rd,n/a,Centerville,VA,VA Fairfax County,20121,(571) 216-4861,missions@mountolive-church.org,Non-TEFAP,38.819537,-77.445715,2025-04-04,N/A,N/A,372,Tuesday,1:00 PM to 2:00 PM; 2nd and 4th of the Month,No,No,None, ,13:00:00,,,14:00:00,,,2nd and 4th of the Month,,13:00:00,14:00:00
19751-PART-01,Community of Faith United Methodist Church,13224 Franklin Farm Rd,,Herndon,VA,VA Fairfax County,20171,(571) 232-8819,food@cofumc.org,Non-TEFAP,38.908063,-77.403707,2025-03-31,N/A,N/A,373,Tuesday,4:00 PM to 6:00 PM; Every week,No,No,None, ,16:00:00,,,18:00:00,,,Every week,,16:00:00,18:00:00
21874-PART-01,DMV Food Justice Initiative,3110 Chichester Lane,,Fairfax,VA,VA Fairfax County,22031,(571) 243-6397,dmvfjva@gmail.com,Non-TEFAP,38.864437,-77.248423,2025-04-15,N/A,N/A,374,Tuesday,10:00 AM to 12:00 PM; Every week,No,No,None, ,10:00:00,,,12:00:00,,,Every week,,10:00:00,12:00:00
15830-PART-01,United Community Ministry,7511 Fordson Road,,Alexandria,VA,VA Fairfax County,22306,(571) 255-8988,brenda.renninger@unitedcommunity.org,TEFAP Available,38.75378,-77.085186,2025-04-14,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,375,Tuesday,"12:00 PM to 3:00 PM; Every week (Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.)",No,No," (Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.)", ,12:00:00,,,15:00:00,,,Every week,"Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.",12:00:00,15:00:00
14895-PART-01,"Cornerstones, Inc.",11484 Washington Plz W  #120,,Reston,VA,VA Fairfax County,20190,(571) 323-1410,minerva.orozco@cornerstonesva.org,Non-TEFAP,38.968535,-77.342533,2025-03-11,N/A,N/A,378,Tuesday,8:30 AM to 4:30 PM; Every week,No,No,None, ,8:30:00,,,16:30:00,,,Every week,,08:30:00,16:30:00
16245-PART-01,WFCM Food Pantry,4511 Daly Dr,Suite J,Chantilly,VA,VA Fairfax County,20151,(571) 599-2877,pmontesinos@wfcmva.org,TEFAP Available,38.883824,-77.443052,2025-04-11,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,385,Tuesday,10:30 AM to 2:00 PM; Every week,Yes,No,, ,10:30:00,16:30:00,,14:00:00,19:00:00,,Every week,,10:30:00,14:00:00
16245-PART-01,WFCM Food Pantry,4511 Daly Dr,Suite J,Chantilly,VA,VA Fairfax County,20151,(571) 599-2877,pmontesinos@wfcmva.org,TEFAP Available,38.883824,-77.443052,2025-04-11,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,385,Tuesday,4:30 PM to 7:00 PM; Every week,,,, ,10:30:00,16:30:00,,14:00:00,19:00:00,,Every week,,16:30:00,19:00:00
14065-PART-01,Lorton Community Action Center,9520 Richmond Hwy door A3,,Lorton,VA,VA Fairfax County,22079,(571) 667-6323,info@lortonaction.org,Non-TEFAP,38.699254,-77.21226,2025-03-26,N/A,N/A,387,Tuesday,"5:00 PM to 7:00 PM; Every week (Note: 22060, 22079)",No,No," (Note: 22060, 22079)", ,17:00:00,,,19:00:00,,,Every week,"Note: 22060, 22079",17:00:00,19:00:00
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Wednesday,9:00 AM to 11:00 AM; Every week,No,Yes,None, ,9:00:00,,,11:00:00,,,Every week,,09:00:00,11:00:00
19625-PART-01,New Samaritan Baptist Church,1100 Florida Ave NE,,Washington,DC,DC Ward 6,20002,(202) 246-7674,just4early2002@yahoo.com,Non-TEFAP,38.902981,-76.99109,2025-04-08,N/A,N/A,3,Wednesday,"10:00 AM to 1:00 PM; 2nd and 4th of the Month (Note: We provide clothing and a small portion of food on the 3rd Saturday of each month starting on 10/19/2024 hours are 10:00am- 12noon at the AGAPE Clothes and Food Pantry. The location is 1105 Florida Avenue, N.E .Washington, DC 20002)",No,No," (Note: We provide clothing and a small portion of food on the 3rd Saturday of each month starting on 10/19/2024 hours are 10:00am- 12noon at the AGAPE Clothes and Food Pantry. The location is 1105 Florida Avenue, N.E .Washington, DC 20002)", ,10:00:00,,,13:00:00,,,2nd and 4th of the Month,"Note: We provide clothing and a small portion of food on the 3rd Saturday of each month starting on 10/19/2024 hours are 10:00am- 12noon at the AGAPE Clothes and Food Pantry. The location is 1105 Florida Avenue, N.E .Washington, DC 20002",10:00:00,13:00:00
15031-PART-01,Atonement Food Pantry,5073 East Capitol Street SE,,Washington,DC,DC Ward 7,20019,(202) 251-7725,marshallpw@gmail.com,Non-TEFAP,38.889392,-76.927376,2025-04-15,N/A,N/A,5,Wednesday,4:00 PM to 7:00 PM; 1st of the Month (Note: Non-perishables and meat (if availabile)),No,No, (Note: Non-perishables and meat (if availabile)), ,16:00:00,,,19:00:00,,,1st of the Month,Note: Non-perishables and meat (if availabile),16:00:00,19:00:00
22621-MOMK-01,Lederer Gardens,4801 Nannie Helen Burroughs Ave NE,,Washington,DC,DC Ward 7,20019,(202) 262-2138,joshua.singer@dc.gov,Non-TEFAP,38.89851,-76.933569,2025-04-25,N/A,N/A,7,Wednesday,11:00 AM to 12:00 PM; 2nd of the Month,No,No,None, ,11:00:00,,,12:00:00,,,2nd of the Month,,11:00:00,12:00:00
22737-PART-01,The Family Place,3309 16th St NW,,Washington DC,DC,DC Ward 1,20010,(202) 265-0149,iargueta@thefamilyplacedc.org,Non-TEFAP,38.93193,-77.036,2025-04-09,N/A,N/A,9,Wednesday,"10:00 AM to 5:00 PM; As Needed (Note: Our pantry is available to anyone in need, Monday through Friday from 10-5 pm, as long as we have food available we will provide you with a bag of food..)",No,No," (Note: Our pantry is available to anyone in need, Monday through Friday from 10-5 pm, as long as we have food available we will provide you with a bag of food..)", ,10:00:00,12:30:00,,14:00:00,17:00:00,,As Needed,"Note: Our pantry is available to anyone in need, Monday through Friday from 10-5 pm, as long as we have food available we will provide you with a bag of food..",10:00:00,17:00:00
22737-PART-01,The Family Place,3309 16th St NW,,Washington DC,DC,DC Ward 1,20010,(202) 265-0149,iargueta@thefamilyplacedc.org,Non-TEFAP,38.93193,-77.036,2025-04-09,N/A,N/A,9,Wednesday,"12:30 PM to 2:00 PM; 2nd of the Month (Note: Every second Wednesday of the month, we have a distribution for the entire community, many times we have fresh products, the distribution will last until everything is gone.)",,," (Note: Every second Wednesday of the month, we have a distribution for the entire community, many times we have fresh products, the distribution will last until everything is gone.)", ,10:00:00,12:30:00,,14:00:00,17:00:00,,2nd of the Month,"Note: Every second Wednesday of the month, we have a distribution for the entire community, many times we have fresh products, the distribution will last until everything is gone.",12:30:00,14:00:00
15567-MOMK-01,Academy of Hope,2315 18th Pl NE,,Washington,DC,DC Ward 5,20018,(202) 269-6623,traci@aohdc.org,Non-TEFAP,38.920738,-76.977734,2025-03-26,N/A,N/A,10,Wednesday,12:00 PM to 2:00 PM; 4th of the Month,No,No,None, ,12:00:00,,,14:00:00,,,4th of the Month,,12:00:00,14:00:00
14265-PART-01,St. Martins Social Service,1908 North Capitol Street NW,,Washington,DC,DC Ward 5,20002,(202) 276-9493,mzctgerman@aol.com,TEFAP Available,38.915931,-77.009332,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,11,Wednesday,10:00 AM to 11:30 AM; Every week (Note: walkups),No,No, (Note: walkups), ,10:00:00,,,11:30:00,,,Every week,Note: walkups,10:00:00,11:30:00
19776-PART-01,Friends Of Douglass Community Center,1922 Frederick Douglass Court SE,,Washington,DC,DC Ward 8,20020,(202) 285-5354,friendsofdouglasscc@gmail.com,TEFAP Available,38.847716,-76.980882,2025-04-17,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,12,Wednesday,12:00 PM to 6:00 PM; Every week,No,Yes,None, ,12:00:00,,,18:00:00,,,Every week,,12:00:00,18:00:00
